sample,best available identification,reads/400,label
B956,Peptoniphilus,13,BellyButtonsScienceOnline
B956,Peptoniphilus,3,BellyButtonsScienceOnline
B956,Peptoniphilus,4,BellyButtonsScienceOnline
B956,Porphyromonadaceae,1,BellyButtonsScienceOnline
B956,Porphyromonas,1,BellyButtonsScienceOnline
B956,Porphyromonas,1,BellyButtonsScienceOnline
B956,Porphyromonas,7,BellyButtonsScienceOnline
B956,Staphylococcaceae,2,BellyButtonsScienceOnline
B956,Staphylococcus,1,BellyButtonsScienceOnline
B956,Staphylococcus,92,BellyButtonsScienceOnline
B956,unidentified,1,BellyButtonsScienceOnline
B956,unidentified,1,BellyButtonsScienceOnline
B956,unidentified,1,BellyButtonsScienceOnline
B956,unidentified,1,BellyButtonsScienceOnline
B956,unidentified,12,BellyButtonsScienceOnline
B956,unidentified,17,BellyButtonsScienceOnline
B956,unidentified,2,BellyButtonsScienceOnline
B956,unidentified,4,BellyButtonsScienceOnline
B956,unidentified,5,BellyButtonsScienceOnline
B956,unidentified,9,BellyButtonsScienceOnline
B956,Varibaculum,5,BellyButtonsScienceOnline
B956,Zimmermannella,1,BellyButtonsScienceOnline
B957,Acinetobacter,1,BellyButtonsScienceOnline
B957,Actinobacteridae,1,BellyButtonsScienceOnline
B957,Actinobacteridae,1,BellyButtonsScienceOnline
B957,Actinomycetales,1,BellyButtonsScienceOnline
B957,Actinomycetales,1,BellyButtonsScienceOnline
B957,Actinomycetales,1,BellyButtonsScienceOnline
B957,Anaerococcus,1,BellyButtonsScienceOnline
B957,Anaerococcus,1,BellyButtonsScienceOnline
B957,Anaerococcus,1,BellyButtonsScienceOnline
B957,Anaerococcus,1,BellyButtonsScienceOnline
B957,Anaerococcus,12,BellyButtonsScienceOnline
B957,Anaerococcus,14,BellyButtonsScienceOnline
B957,Anaerococcus,49,BellyButtonsScienceOnline
B957,Bacillaceae,1,BellyButtonsScienceOnline
B957,Bacillales,1,BellyButtonsScienceOnline
B957,Bacillales,1,BellyButtonsScienceOnline
B957,Bacillales,1,BellyButtonsScienceOnline
B957,Bacilli,2,BellyButtonsScienceOnline
B957,Betaproteobacteria,1,BellyButtonsScienceOnline
B957,Corynebacterineae,1,BellyButtonsScienceOnline
B957,Corynebacterineae,1,BellyButtonsScienceOnline
B957,Corynebacterineae,3,BellyButtonsScienceOnline
B957,Corynebacterineae,50,BellyButtonsScienceOnline
B957,Corynebacterineae,75,BellyButtonsScienceOnline
B957,Corynebacterium,3,BellyButtonsScienceOnline
B957,Finegoldia,1,BellyButtonsScienceOnline
B957,Firmicutes,2,BellyButtonsScienceOnline
B957,Millisia,1,BellyButtonsScienceOnline
B957,Prevotella,1,BellyButtonsScienceOnline
B957,Pseudomonadaceae,1,BellyButtonsScienceOnline
B957,Staphylococcaceae,1,BellyButtonsScienceOnline
B957,Staphylococcaceae,1,BellyButtonsScienceOnline
B957,Staphylococcus,1,BellyButtonsScienceOnline
B957,Staphylococcus,164,BellyButtonsScienceOnline
B957,Stenotrophomonas,1,BellyButtonsScienceOnline
B957,unidentified,1,BellyButtonsScienceOnline
B958,Acinetobacter,2,BellyButtonsScienceOnline
B958,Actinomycetales,1,BellyButtonsScienceOnline
B958,Anaerococcus,1,BellyButtonsScienceOnline
B958,Anaerococcus,1,BellyButtonsScienceOnline
B958,Anaerococcus,1,BellyButtonsScienceOnline
B958,Anaerococcus,1,BellyButtonsScienceOnline
B958,Anaerococcus,1,BellyButtonsScienceOnline
B958,Anaerococcus,1,BellyButtonsScienceOnline
B958,Anaerococcus,1,BellyButtonsScienceOnline
B958,Anaerococcus,1,BellyButtonsScienceOnline
B958,Anaerococcus,125,BellyButtonsScienceOnline
B958,Anaerococcus,14,BellyButtonsScienceOnline
B958,Anaerococcus,2,BellyButtonsScienceOnline
B958,Anaerococcus,3,BellyButtonsScienceOnline
B958,Bacillales,1,BellyButtonsScienceOnline
B958,Bacillales,1,BellyButtonsScienceOnline
B958,Bacilli,1,BellyButtonsScienceOnline
B958,Bacilli,1,BellyButtonsScienceOnline
B958,Branhamella,2,BellyButtonsScienceOnline
B958,Corynebacterineae,1,BellyButtonsScienceOnline
B958,Corynebacterineae,178,BellyButtonsScienceOnline
B958,Corynebacterium,1,BellyButtonsScienceOnline
B958,Corynebacterium,1,BellyButtonsScienceOnline
B958,Corynebacterium,14,BellyButtonsScienceOnline
B958,Firmicutes,1,BellyButtonsScienceOnline
B958,Gammaproteobacteria,1,BellyButtonsScienceOnline
B958,Staphylococcaceae,1,BellyButtonsScienceOnline
B958,Staphylococcus,39,BellyButtonsScienceOnline
B958,unidentified,2,BellyButtonsScienceOnline
B961,Acinetobacter,3,BellyButtonsScienceOnline
B961,Actinobacteridae,13,BellyButtonsScienceOnline
B961,Actinobacteridae,5,BellyButtonsScienceOnline
B961,Aerococcaceae,1,BellyButtonsScienceOnline
B961,Anaerococcus,1,BellyButtonsScienceOnline
B961,Anaerococcus,1,BellyButtonsScienceOnline
B961,Anaerococcus,1,BellyButtonsScienceOnline
B961,Anaerococcus,7,BellyButtonsScienceOnline
B961,Bacillales,1,BellyButtonsScienceOnline
B961,Bacillales,1,BellyButtonsScienceOnline
B961,Bacillales,2,BellyButtonsScienceOnline
B961,Bacilli,3,BellyButtonsScienceOnline
B961,Bacilli,7,BellyButtonsScienceOnline
B961,Bacteroidetes,5,BellyButtonsScienceOnline
B961,Bifidobacteriaceae,2,BellyButtonsScienceOnline
B961,Burkholderiales,1,BellyButtonsScienceOnline
B961,Corynebacterineae,2,BellyButtonsScienceOnline
B961,Corynebacterium,4,BellyButtonsScienceOnline
B961,Finegoldia,1,BellyButtonsScienceOnline
B961,Finegoldia,1,BellyButtonsScienceOnline
B961,Finegoldia,21,BellyButtonsScienceOnline
B961,Firmicutes,2,BellyButtonsScienceOnline
B961,Peptoniphilus,1,BellyButtonsScienceOnline
B961,Peptoniphilus,1,BellyButtonsScienceOnline
B961,Peptoniphilus,1,BellyButtonsScienceOnline
B961,Peptoniphilus,1,BellyButtonsScienceOnline
B961,Peptoniphilus,11,BellyButtonsScienceOnline
B961,Peptoniphilus,2,BellyButtonsScienceOnline
B961,Prevotella,5,BellyButtonsScienceOnline
B961,Pseudomonas,1,BellyButtonsScienceOnline
B961,Staphylococcaceae,1,BellyButtonsScienceOnline
B961,Staphylococcus,1,BellyButtonsScienceOnline
B961,Staphylococcus,1,BellyButtonsScienceOnline
B961,Staphylococcus,287,BellyButtonsScienceOnline
B961,unidentified,1,BellyButtonsScienceOnline
B961,Varibaculum,1,BellyButtonsScienceOnline
B962,Acinetobacter,1,BellyButtonsScienceOnline
B962,Acinetobacter,10,BellyButtonsScienceOnline
B962,Betaproteobacteria,1,BellyButtonsScienceOnline
B962,Bosea,5,BellyButtonsScienceOnline
B962,Bradyrhizobiaceae,1,BellyButtonsScienceOnline
B962,Brevibacterium,4,BellyButtonsScienceOnline
B962,Brevundimonas,1,BellyButtonsScienceOnline
B962,Brevundimonas,1,BellyButtonsScienceOnline
B962,Brevundimonas,2,BellyButtonsScienceOnline
B962,Brevundimonas,54,BellyButtonsScienceOnline
B962,Brevundimonas,8,BellyButtonsScienceOnline
B962,Burkholderiales,1,BellyButtonsScienceOnline
B962,Burkholderiales,1,BellyButtonsScienceOnline
B962,Burkholderiales,1,BellyButtonsScienceOnline
B962,Burkholderiales,1,BellyButtonsScienceOnline
B962,Burkholderiales,125,BellyButtonsScienceOnline
B962,Burkholderiales,3,BellyButtonsScienceOnline
B962,Comamonadaceae,1,BellyButtonsScienceOnline
B962,Corynebacterium,1,BellyButtonsScienceOnline
B962,Enhydrobacter,1,BellyButtonsScienceOnline
B962,Incertae sedis 5,3,BellyButtonsScienceOnline
B962,Lactobacillales,1,BellyButtonsScienceOnline
B962,Lactococcus,12,BellyButtonsScienceOnline
B962,Methylobacterium,1,BellyButtonsScienceOnline
B962,Micrococcineae,1,BellyButtonsScienceOnline
B962,Oxalobacteraceae,10,BellyButtonsScienceOnline
B962,Pantoea,1,BellyButtonsScienceOnline
B962,Prevotella,2,BellyButtonsScienceOnline
B962,Pseudomonadaceae,2,BellyButtonsScienceOnline
B962,Pseudomonas,5,BellyButtonsScienceOnline
B962,Ralstonia,7,BellyButtonsScienceOnline
B962,Rhodobacteraceae,1,BellyButtonsScienceOnline
B962,Sphingomonadaceae,1,BellyButtonsScienceOnline
B962,Sphingomonas,1,BellyButtonsScienceOnline
B962,Sphingomonas,1,BellyButtonsScienceOnline
B962,Sphingomonas,35,BellyButtonsScienceOnline
B962,Sphingopyxis,72,BellyButtonsScienceOnline
B962,Staphylococcus,12,BellyButtonsScienceOnline
B962,Streptococcus,6,BellyButtonsScienceOnline
B962,unidentified,1,BellyButtonsScienceOnline
B962,Xanthomonadaceae,2,BellyButtonsScienceOnline
B963,Acinetobacter,6,BellyButtonsScienceOnline
B963,Actinobacteridae,1,BellyButtonsScienceOnline
B963,Actinobacteridae,1,BellyButtonsScienceOnline
B963,Actinobacteridae,3,BellyButtonsScienceOnline
B963,Actinobaculum,1,BellyButtonsScienceOnline
B963,Actinomyces,2,BellyButtonsScienceOnline
B963,Actinomycetaceae,2,BellyButtonsScienceOnline
B963,Actinomycetales,1,BellyButtonsScienceOnline
B963,Actinomycetales,1,BellyButtonsScienceOnline
B963,Aerococcaceae,26,BellyButtonsScienceOnline
B963,Anaerococcus,1,BellyButtonsScienceOnline
B963,Anaerococcus,1,BellyButtonsScienceOnline
B963,Anaerococcus,1,BellyButtonsScienceOnline
B963,Anaerococcus,27,BellyButtonsScienceOnline
B963,Anaerococcus,36,BellyButtonsScienceOnline
B963,Bacteroidetes,1,BellyButtonsScienceOnline
B963,Bacteroidetes,12,BellyButtonsScienceOnline
B963,Bilophila,1,BellyButtonsScienceOnline
B963,Bradyrhizobiaceae,1,BellyButtonsScienceOnline
B963,Brevundimonas,1,BellyButtonsScienceOnline
B963,Brevundimonas,7,BellyButtonsScienceOnline
B963,Burkholderiales,13,BellyButtonsScienceOnline
B963,Campylobacter,3,BellyButtonsScienceOnline
B963,Clostridiales,1,BellyButtonsScienceOnline
B963,Clostridiales,1,BellyButtonsScienceOnline
B963,Clostridiales,12,BellyButtonsScienceOnline
B963,Clostridiales,2,BellyButtonsScienceOnline
B963,Clostridiales,3,BellyButtonsScienceOnline
B963,Clostridiales,3,BellyButtonsScienceOnline
B963,Clostridiales,3,BellyButtonsScienceOnline
B963,Clostridiales,6,BellyButtonsScienceOnline
B963,Corynebacterineae,17,BellyButtonsScienceOnline
B963,Corynebacterineae,44,BellyButtonsScienceOnline
B963,Corynebacterium,1,BellyButtonsScienceOnline
B963,Corynebacterium,1,BellyButtonsScienceOnline
B963,Corynebacterium,18,BellyButtonsScienceOnline
B963,Corynebacterium,3,BellyButtonsScienceOnline
B963,Desulfovibrio,2,BellyButtonsScienceOnline
B963,Desulfovibrio,6,BellyButtonsScienceOnline
B963,Finegoldia,5,BellyButtonsScienceOnline
B963,Firmicutes,4,BellyButtonsScienceOnline
B963,Intrasporangiaceae,2,BellyButtonsScienceOnline
B963,Lactobacillales,1,BellyButtonsScienceOnline
B963,Mobiluncus,3,BellyButtonsScienceOnline
B963,Oxalobacteraceae,3,BellyButtonsScienceOnline
B963,Peptococcus,4,BellyButtonsScienceOnline
B963,Peptoniphilus,1,BellyButtonsScienceOnline
B963,Peptoniphilus,2,BellyButtonsScienceOnline
B963,Peptoniphilus,20,BellyButtonsScienceOnline
B963,Peptoniphilus,3,BellyButtonsScienceOnline
B963,Porphyromonadaceae,2,BellyButtonsScienceOnline
B963,Porphyromonas,1,BellyButtonsScienceOnline
B963,Porphyromonas,9,BellyButtonsScienceOnline
B963,Prevotella,1,BellyButtonsScienceOnline
B963,Prevotellaceae,1,BellyButtonsScienceOnline
B963,Sphingomonas,3,BellyButtonsScienceOnline
B963,Sphingopyxis,11,BellyButtonsScienceOnline
B963,Staphylococcus,9,BellyButtonsScienceOnline
B963,Streptococcus,1,BellyButtonsScienceOnline
B963,unidentified,1,BellyButtonsScienceOnline
B963,unidentified,1,BellyButtonsScienceOnline
B963,unidentified,1,BellyButtonsScienceOnline
B963,unidentified,1,BellyButtonsScienceOnline
B963,unidentified,1,BellyButtonsScienceOnline
B963,unidentified,1,BellyButtonsScienceOnline
B963,unidentified,1,BellyButtonsScienceOnline
B963,unidentified,11,BellyButtonsScienceOnline
B963,unidentified,2,BellyButtonsScienceOnline
B963,unidentified,9,BellyButtonsScienceOnline
B963,unidentified,9,BellyButtonsScienceOnline
B963,Veillonellaceae,4,BellyButtonsScienceOnline
B966,Abiotrophia,6,BellyButtonsScienceOnline
B966,Acidobacteriaceae,2,BellyButtonsScienceOnline
B966,Acinetobacter,1,BellyButtonsScienceOnline
B966,Acinetobacter,1,BellyButtonsScienceOnline
B966,Acinetobacter,3,BellyButtonsScienceOnline
B966,Actinobacteridae,1,BellyButtonsScienceOnline
B966,Actinobacteridae,2,BellyButtonsScienceOnline
B966,Actinobacteridae,3,BellyButtonsScienceOnline
B966,Actinobacteridae,6,BellyButtonsScienceOnline
B966,Aerococcaceae,5,BellyButtonsScienceOnline
B966,Anaerococcus,1,BellyButtonsScienceOnline
B966,Anaerococcus,1,BellyButtonsScienceOnline
B966,Anaerococcus,1,BellyButtonsScienceOnline
B966,Anaerococcus,2,BellyButtonsScienceOnline
B966,Anaerococcus,2,BellyButtonsScienceOnline
B966,Anaerococcus,4,BellyButtonsScienceOnline
B966,Bacteroidetes,1,BellyButtonsScienceOnline
B966,Brachybacterium,6,BellyButtonsScienceOnline
B966,Branhamella,8,BellyButtonsScienceOnline
B966,Brevibacterium,2,BellyButtonsScienceOnline
B966,Burkholderiales,1,BellyButtonsScienceOnline
B966,Chloroplast,1,BellyButtonsScienceOnline
B966,Chloroplast,1,BellyButtonsScienceOnline
B966,Chloroplast,12,BellyButtonsScienceOnline
B966,Clostridiales,1,BellyButtonsScienceOnline
B966,Clostridiales,1,BellyButtonsScienceOnline
B966,Comamonadaceae,1,BellyButtonsScienceOnline
B966,Corynebacterineae,4,BellyButtonsScienceOnline
B966,Corynebacterineae,77,BellyButtonsScienceOnline
B966,Corynebacterium,108,BellyButtonsScienceOnline
B966,Corynebacterium,11,BellyButtonsScienceOnline
B966,Corynebacterium,2,BellyButtonsScienceOnline
B966,Corynebacterium,6,BellyButtonsScienceOnline
B966,Corynebacterium,7,BellyButtonsScienceOnline
B966,Dolosigranulum,7,BellyButtonsScienceOnline
B966,Enhydrobacter,2,BellyButtonsScienceOnline
B966,Finegoldia,2,BellyButtonsScienceOnline
B966,Fusobacterium,2,BellyButtonsScienceOnline
B966,Gammaproteobacteria,1,BellyButtonsScienceOnline
B966,Gammaproteobacteria,3,BellyButtonsScienceOnline
B966,Gemella,1,BellyButtonsScienceOnline
B966,Halobacteriaceae,1,BellyButtonsScienceOnline
B966,Halobacteriaceae,3,BellyButtonsScienceOnline
B966,Lachnospiraceae,2,BellyButtonsScienceOnline
B966,Leptotrichia,1,BellyButtonsScienceOnline
B966,Leptotrichia,1,BellyButtonsScienceOnline
B966,Leptotrichia,1,BellyButtonsScienceOnline
B966,Marmoricola,1,BellyButtonsScienceOnline
B966,Micrococcaceae,1,BellyButtonsScienceOnline
B966,Micrococcineae,1,BellyButtonsScienceOnline
B966,Micrococcus,5,BellyButtonsScienceOnline
B966,Neisseria,2,BellyButtonsScienceOnline
B966,Nitrosomonas,1,BellyButtonsScienceOnline
B966,Peptoniphilus,1,BellyButtonsScienceOnline
B966,Peptoniphilus,2,BellyButtonsScienceOnline
B966,Phenylobacterium,1,BellyButtonsScienceOnline
B966,Porphyromonadaceae,1,BellyButtonsScienceOnline
B966,Porphyromonadaceae,3,BellyButtonsScienceOnline
B966,Propionibacterium,1,BellyButtonsScienceOnline
B966,Pseudomonas,1,BellyButtonsScienceOnline
B966,Pseudomonas,3,BellyButtonsScienceOnline
B966,Sphingomonadaceae,1,BellyButtonsScienceOnline
B966,Staphylococcaceae,1,BellyButtonsScienceOnline
B966,Staphylococcaceae,2,BellyButtonsScienceOnline
B966,Staphylococcus,19,BellyButtonsScienceOnline
B966,Streptococcus,1,BellyButtonsScienceOnline
B966,Streptococcus,1,BellyButtonsScienceOnline
B966,Streptococcus,15,BellyButtonsScienceOnline
B966,Thermomonosporaceae,1,BellyButtonsScienceOnline
B966,Treponema,2,BellyButtonsScienceOnline
B966,unidentified,1,BellyButtonsScienceOnline
B966,unidentified,1,BellyButtonsScienceOnline
B966,unidentified,1,BellyButtonsScienceOnline
B966,unidentified,1,BellyButtonsScienceOnline
B966,unidentified,1,BellyButtonsScienceOnline
B966,unidentified,1,BellyButtonsScienceOnline
B966,unidentified,3,BellyButtonsScienceOnline
B966,Veillonella,2,BellyButtonsScienceOnline
B966,Xanthomonadaceae,2,BellyButtonsScienceOnline
B966,Zoogloea,2,BellyButtonsScienceOnline
B967,Actinobacteridae,1,BellyButtonsScienceOnline
B967,Actinomyces,1,BellyButtonsScienceOnline
B967,Actinomyces,1,BellyButtonsScienceOnline
B967,Actinomycetales,1,BellyButtonsScienceOnline
B967,Aerococcaceae,3,BellyButtonsScienceOnline
B967,Anaerococcus,1,BellyButtonsScienceOnline
B967,Anaerococcus,1,BellyButtonsScienceOnline
B967,Anaerococcus,1,BellyButtonsScienceOnline
B967,Anaerococcus,1,BellyButtonsScienceOnline
B967,Anaerococcus,1,BellyButtonsScienceOnline
B967,Anaerococcus,1,BellyButtonsScienceOnline
B967,Anaerococcus,1,BellyButtonsScienceOnline
B967,Anaerococcus,1,BellyButtonsScienceOnline
B967,Anaerococcus,1,BellyButtonsScienceOnline
B967,Anaerococcus,178,BellyButtonsScienceOnline
B967,Anaerococcus,2,BellyButtonsScienceOnline
B967,Anaerococcus,29,BellyButtonsScienceOnline
B967,Bacilli,1,BellyButtonsScienceOnline
B967,Bacilli,1,BellyButtonsScienceOnline
B967,Campylobacter,1,BellyButtonsScienceOnline
B967,Campylobacter,35,BellyButtonsScienceOnline
B967,Campylobacterales,1,BellyButtonsScienceOnline
B967,Campylobacterales,1,BellyButtonsScienceOnline
B967,Campylobacterales,1,BellyButtonsScienceOnline
B967,Clostridiales,1,BellyButtonsScienceOnline
B967,Clostridiales,1,BellyButtonsScienceOnline
B967,Clostridiales,1,BellyButtonsScienceOnline
B967,Corynebacterineae,3,BellyButtonsScienceOnline
B967,Corynebacterium,1,BellyButtonsScienceOnline
B967,Corynebacterium,11,BellyButtonsScienceOnline
B967,Corynebacterium,17,BellyButtonsScienceOnline
B967,Dermabacter,1,BellyButtonsScienceOnline
B967,Dermabacter,17,BellyButtonsScienceOnline
B967,Dermabacter,2,BellyButtonsScienceOnline
B967,Dermabacter,2,BellyButtonsScienceOnline
B967,Finegoldia,1,BellyButtonsScienceOnline
B967,Finegoldia,1,BellyButtonsScienceOnline
B967,Finegoldia,1,BellyButtonsScienceOnline
B967,Finegoldia,1,BellyButtonsScienceOnline
B967,Finegoldia,1,BellyButtonsScienceOnline
B967,Finegoldia,47,BellyButtonsScienceOnline
B967,Micrococcineae,1,BellyButtonsScienceOnline
B967,Micrococcineae,2,BellyButtonsScienceOnline
B967,Staphylococcus,2,BellyButtonsScienceOnline
B967,unidentified,1,BellyButtonsScienceOnline
B967,unidentified,3,BellyButtonsScienceOnline
B967,Veillonellaceae,16,BellyButtonsScienceOnline
B968,Actinobacteridae,1,BellyButtonsScienceOnline
B968,Actinobacteridae,1,BellyButtonsScienceOnline
B968,Actinomycetales,1,BellyButtonsScienceOnline
B968,Actinomycetales,1,BellyButtonsScienceOnline
B968,Aerococcaceae,1,BellyButtonsScienceOnline
B968,Aerococcaceae,6,BellyButtonsScienceOnline
B968,Anaerococcus,1,BellyButtonsScienceOnline
B968,Anaerococcus,1,BellyButtonsScienceOnline
B968,Anaerococcus,1,BellyButtonsScienceOnline
B968,Anaerococcus,1,BellyButtonsScienceOnline
B968,Anaerococcus,1,BellyButtonsScienceOnline
B968,Anaerococcus,1,BellyButtonsScienceOnline
B968,Anaerococcus,2,BellyButtonsScienceOnline
B968,Anaerococcus,3,BellyButtonsScienceOnline
B968,Anaerococcus,4,BellyButtonsScienceOnline
B968,Anaerococcus,4,BellyButtonsScienceOnline
B968,Anaerococcus,4,BellyButtonsScienceOnline
B968,Anaerococcus,5,BellyButtonsScienceOnline
B968,Anaerococcus,5,BellyButtonsScienceOnline
B968,Anaerococcus,57,BellyButtonsScienceOnline
B968,Anaerococcus,9,BellyButtonsScienceOnline
B968,Bacillales,1,BellyButtonsScienceOnline
B968,Bacilli,1,BellyButtonsScienceOnline
B968,Bacteroidetes,1,BellyButtonsScienceOnline
B968,Bacteroidetes,1,BellyButtonsScienceOnline
B968,Brachybacterium,1,BellyButtonsScienceOnline
B968,Bradyrhizobiaceae,1,BellyButtonsScienceOnline
B968,Clostridia,1,BellyButtonsScienceOnline
B968,Clostridiales,1,BellyButtonsScienceOnline
B968,Clostridiales,1,BellyButtonsScienceOnline
B968,Clostridiales,4,BellyButtonsScienceOnline
B968,Corynebacterineae,1,BellyButtonsScienceOnline
B968,Corynebacterineae,1,BellyButtonsScienceOnline
B968,Corynebacterineae,1,BellyButtonsScienceOnline
B968,Corynebacterineae,133,BellyButtonsScienceOnline
B968,Corynebacterium,1,BellyButtonsScienceOnline
B968,Corynebacterium,4,BellyButtonsScienceOnline
B968,Corynebacterium,97,BellyButtonsScienceOnline
B968,Dermabacter,2,BellyButtonsScienceOnline
B968,Finegoldia,11,BellyButtonsScienceOnline
B968,Firmicutes,1,BellyButtonsScienceOnline
B968,Peptoniphilus,1,BellyButtonsScienceOnline
B968,Peptoniphilus,2,BellyButtonsScienceOnline
B968,Peptoniphilus,3,BellyButtonsScienceOnline
B968,Prevotella,1,BellyButtonsScienceOnline
B968,Pseudomonas,1,BellyButtonsScienceOnline
B968,Ralstonia,1,BellyButtonsScienceOnline
B968,Sphingomonadaceae,1,BellyButtonsScienceOnline
B968,Staphylococcus,9,BellyButtonsScienceOnline
B968,unidentified,2,BellyButtonsScienceOnline
B968,Veillonellaceae,3,BellyButtonsScienceOnline
B968,Zimmermannella,1,BellyButtonsScienceOnline
B971,Acinetobacter,5,BellyButtonsScienceOnline
B971,Actinobacteridae,1,BellyButtonsScienceOnline
B971,Actinobacteridae,3,BellyButtonsScienceOnline
B971,Actinobacteridae,3,BellyButtonsScienceOnline
B971,Actinomycetales,1,BellyButtonsScienceOnline
B971,Actinomycetales,1,BellyButtonsScienceOnline
B971,Actinomycetales,1,BellyButtonsScienceOnline
B971,Aerococcaceae,3,BellyButtonsScienceOnline
B971,Anaerococcus,1,BellyButtonsScienceOnline
B971,Anaerococcus,1,BellyButtonsScienceOnline
B971,Anaerococcus,1,BellyButtonsScienceOnline
B971,Anaerococcus,1,BellyButtonsScienceOnline
B971,Anaerococcus,1,BellyButtonsScienceOnline
B971,Anaerococcus,15,BellyButtonsScienceOnline
B971,Anaerococcus,20,BellyButtonsScienceOnline
B971,Anaerococcus,27,BellyButtonsScienceOnline
B971,Anaerococcus,3,BellyButtonsScienceOnline
B971,Anaerococcus,3,BellyButtonsScienceOnline
B971,Anaerococcus,3,BellyButtonsScienceOnline
B971,Anaerococcus,35,BellyButtonsScienceOnline
B971,Aquabacterium,1,BellyButtonsScienceOnline
B971,Bacteroidetes,3,BellyButtonsScienceOnline
B971,Brevibacterium,1,BellyButtonsScienceOnline
B971,Brevibacterium,1,BellyButtonsScienceOnline
B971,Burkholderiales,1,BellyButtonsScienceOnline
B971,Clostridiales,1,BellyButtonsScienceOnline
B971,Clostridiales,1,BellyButtonsScienceOnline
B971,Corynebacterineae,1,BellyButtonsScienceOnline
B971,Corynebacterineae,1,BellyButtonsScienceOnline
B971,Corynebacterineae,1,BellyButtonsScienceOnline
B971,Corynebacterineae,1,BellyButtonsScienceOnline
B971,Corynebacterineae,1,BellyButtonsScienceOnline
B971,Corynebacterineae,158,BellyButtonsScienceOnline
B971,Corynebacterineae,4,BellyButtonsScienceOnline
B971,Corynebacterium,1,BellyButtonsScienceOnline
B971,Corynebacterium,1,BellyButtonsScienceOnline
B971,Corynebacterium,3,BellyButtonsScienceOnline
B971,Corynebacterium,53,BellyButtonsScienceOnline
B971,Corynebacterium,9,BellyButtonsScienceOnline
B971,Dialister,2,BellyButtonsScienceOnline
B971,Gammaproteobacteria,1,BellyButtonsScienceOnline
B971,Lactobacillales,4,BellyButtonsScienceOnline
B971,Neisseria,1,BellyButtonsScienceOnline
B971,Peptoniphilus,1,BellyButtonsScienceOnline
B971,Peptoniphilus,8,BellyButtonsScienceOnline
B971,Rhizobiales,1,BellyButtonsScienceOnline
B971,Rhodobacteraceae,1,BellyButtonsScienceOnline
B971,Staphylococcus,5,BellyButtonsScienceOnline
B971,unidentified,4,BellyButtonsScienceOnline
B972,Acinetobacter,4,BellyButtonsScienceOnline
B972,Actinobacteridae,1,BellyButtonsScienceOnline
B972,Actinobacteridae,1,BellyButtonsScienceOnline
B972,Actinobacteridae,6,BellyButtonsScienceOnline
B972,Actinobacteridae,7,BellyButtonsScienceOnline
B972,Actinomyces,1,BellyButtonsScienceOnline
B972,Actinomyces,3,BellyButtonsScienceOnline
B972,Actinomycetales,1,BellyButtonsScienceOnline
B972,Aerococcaceae,10,BellyButtonsScienceOnline
B972,Anaerococcus,1,BellyButtonsScienceOnline
B972,Anaerococcus,1,BellyButtonsScienceOnline
B972,Anaerococcus,1,BellyButtonsScienceOnline
B972,Anaerococcus,1,BellyButtonsScienceOnline
B972,Anaerococcus,24,BellyButtonsScienceOnline
B972,Anaerococcus,30,BellyButtonsScienceOnline
B972,Anaerococcus,4,BellyButtonsScienceOnline
B972,Anaerococcus,5,BellyButtonsScienceOnline
B972,Anaerococcus,5,BellyButtonsScienceOnline
B972,Anaerococcus,7,BellyButtonsScienceOnline
B972,Anaerococcus,7,BellyButtonsScienceOnline
B972,Bacillales,1,BellyButtonsScienceOnline
B972,Bacillales,1,BellyButtonsScienceOnline
B972,Bacilli,1,BellyButtonsScienceOnline
B972,Bacteroidetes,1,BellyButtonsScienceOnline
B972,Bacteroidetes,2,BellyButtonsScienceOnline
B972,Bacteroidetes,8,BellyButtonsScienceOnline
B972,Branhamella,2,BellyButtonsScienceOnline
B972,Brevibacterium,1,BellyButtonsScienceOnline
B972,Burkholderiales,2,BellyButtonsScienceOnline
B972,Campylobacter,6,BellyButtonsScienceOnline
B972,Clostridia,3,BellyButtonsScienceOnline
B972,Clostridiales,1,BellyButtonsScienceOnline
B972,Clostridiales,1,BellyButtonsScienceOnline
B972,Clostridiales,1,BellyButtonsScienceOnline
B972,Clostridiales,2,BellyButtonsScienceOnline
B972,Clostridiales,3,BellyButtonsScienceOnline
B972,Clostridiales,5,BellyButtonsScienceOnline
B972,Clostridiales,7,BellyButtonsScienceOnline
B972,Corynebacterineae,1,BellyButtonsScienceOnline
B972,Corynebacterineae,2,BellyButtonsScienceOnline
B972,Corynebacterineae,24,BellyButtonsScienceOnline
B972,Corynebacterineae,33,BellyButtonsScienceOnline
B972,Corynebacterium,1,BellyButtonsScienceOnline
B972,Corynebacterium,13,BellyButtonsScienceOnline
B972,Corynebacterium,3,BellyButtonsScienceOnline
B972,Corynebacterium,3,BellyButtonsScienceOnline
B972,Corynebacterium,5,BellyButtonsScienceOnline
B972,Dermabacter,2,BellyButtonsScienceOnline
B972,Finegoldia,1,BellyButtonsScienceOnline
B972,Finegoldia,13,BellyButtonsScienceOnline
B972,Firmicutes,1,BellyButtonsScienceOnline
B972,Firmicutes,3,BellyButtonsScienceOnline
B972,Gordoniaceae,2,BellyButtonsScienceOnline
B972,Lactobacillales,4,BellyButtonsScienceOnline
B972,Mobiluncus,5,BellyButtonsScienceOnline
B972,Peptococcus,2,BellyButtonsScienceOnline
